LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LID-17151,29,356000,150000,607,27,5,15.3,12,0.55,Master's,Salaried,Single,No,Yes,Home,Yes,0
LID-17152,60,1227000,695000,635,44,8,13.0,24,0.39,High School,Self-employed,Married,No,No,Business,No,0
LID-17153,54,318000,90000,699,158,3,8.6,24,0.19,Bachelor's,Self-employed,Single,No,No,Education,No,0
LID-17154,34,226000,85000,759,154,2,10.7,36,0.3,High School,Salaried,Single,No,No,Education,No,0
LID-17155,51,552000,255000,616,125,4,12.8,36,0.23,High School,Self-employed,Married,No,Yes,Home,No,0
LID-17156,40,370000,95000,686,51,2,13.0,48,0.41,High School,Salaried,Married,No,No,Business,No,0
LID-17157,39,184000,65000,650,72,2,12.8,36,0.36,Bachelor's,Contract,Single,No,Yes,Home,Yes,0
LID-17158,35,1366000,270000,417,0,5,18.2,12,0.43,High School,Unemployed,Divorced,No,Yes,Other,No,1
LID-17159,42,330000,205000,708,139,4,11.3,24,0.31,High School,Salaried,Married,No,Yes,Education,No,0
LID-17160,47,325000,45000,595,170,10,13.6,12,0.29,High School,Contract,Single,No,No,Education,No,0
LID-17161,37,437000,175000,850,93,9,8.5,12,0.42,Bachelor's,Salaried,Married,No,Yes,Other,No,0
LID-17162,44,1037000,535000,589,91,10,12.7,36,0.25,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,0
LID-17163,46,159000,25000,628,127,2,14.8,12,0.43,High School,Salaried,Single,No,No,Home,Yes,0
LID-17164,46,466000,70000,565,77,2,16.9,60,0.54,Master's,Salaried,Single,No,No,Business,Yes,0
LID-17165,26,1262000,300000,541,75,4,16.3,60,0.33,Bachelor's,Contract,Single,No,No,Business,Yes,1
LID-17166,53,430000,170000,656,95,9,12.1,12,0.36,Bachelor's,Contract,Single,No,No,Home,No,0
LID-17167,39,203000,95000,772,27,8,9.9,36,0.26,High School,Salaried,Single,No,No,Business,No,0
LID-17168,34,285000,35000,585,51,3,14.1,24,0.41,High School,Salaried,Married,No,Yes,Education,No,0
LID-17169,33,449000,335000,625,24,3,13.8,24,0.34,High School,Salaried,Married,No,Yes,Business,No,0
LID-17170,39,832000,390000,669,69,6,13.8,12,0.43,Bachelor's,Contract,Single,Yes,No,Home,No,0
LID-17171,54,332000,80000,624,56,5,14.3,24,0.42,Master's,Salaried,Married,No,Yes,Home,No,0
LID-17172,36,631000,210000,694,157,5,13.6,36,0.42,Bachelor's,Salaried,Married,No,No,Home,No,0
LID-17173,48,182000,30000,705,85,5,12.7,36,0.49,Master's,Self-employed,Single,No,No,Business,Yes,0
LID-17174,28,181000,75000,595,80,4,14.8,24,0.35,High School,Contract,Married,Yes,Yes,Business,No,0
LID-17175,39,307000,100000,675,70,5,13.3,60,0.35,Bachelor's,Salaried,Married,No,No,Home,No,0
LID-17176,64,883000,475000,754,119,5,9.1,36,0.13,High School,Self-employed,Single,No,No,Education,No,0
LID-17177,49,416000,110000,613,22,1,14.7,12,0.28,Bachelor's,Self-employed,Single,Yes,No,Other,No,0
LID-17178,32,469000,60000,631,77,3,14.7,36,0.45,PhD,Salaried,Single,No,Yes,Education,No,0
LID-17179,40,466000,135000,671,77,1,12.1,36,0.21,Master's,Self-employed,Single,No,Yes,Home,Yes,0
LID-17180,33,737000,260000,717,115,3,13.0,48,0.42,High School,Self-employed,Single,No,Yes,Auto,No,0
LID-17181,37,286000,115000,729,146,3,11.4,12,0.31,Bachelor's,Salaried,Married,Yes,Yes,Education,No,0
LID-17182,49,585000,100000,509,31,6,18.1,60,0.58,High School,Salaried,Married,No,Yes,Home,Yes,0
LID-17183,49,253000,105000,741,159,6,10.7,48,0.23,High School,Self-employed,Divorced,No,No,Auto,Yes,0
LID-17184,33,1192000,460000,574,47,1,15.4,48,0.35,High School,Salaried,Single,No,No,Other,Yes,0
LID-17185,57,258000,115000,622,86,4,14.5,12,0.39,High School,Salaried,Divorced,No,No,Education,Yes,0
LID-17186,42,246000,95000,603,66,6,13.2,24,0.35,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-17187,36,542000,340000,624,116,3,12.3,12,0.2,Bachelor's,Salaried,Married,No,Yes,Business,Yes,0
LID-17188,40,418000,110000,684,86,2,13.6,12,0.27,Bachelor's,Salaried,Divorced,Yes,No,Business,No,0
LID-17189,43,479000,105000,768,146,2,9.9,60,0.28,Bachelor's,Salaried,Single,Yes,Yes,Auto,No,0
LID-17190,41,454000,80000,850,150,3,10.5,36,0.36,High School,Salaried,Married,No,Yes,Business,No,0
LID-17191,39,220000,65000,599,90,2,16.9,24,0.41,High School,Salaried,Married,No,Yes,Auto,No,1
LID-17192,40,972000,335000,563,147,2,14.7,24,0.32,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-17193,31,654000,165000,630,102,4,15.5,36,0.33,Bachelor's,Self-employed,Married,No,No,Home,No,0
LID-17194,50,845000,260000,691,40,2,12.4,24,0.29,High School,Self-employed,Single,Yes,No,Business,No,0
LID-17195,41,299000,95000,625,120,1,13.9,12,0.35,Master's,Salaried,Single,No,No,Other,No,0
LID-17196,30,503000,120000,785,98,5,10.2,12,0.55,Bachelor's,Contract,Married,No,Yes,Business,No,0
LID-17197,48,446000,230000,481,62,2,17.9,24,0.26,Bachelor's,Self-employed,Married,No,No,Other,No,1
LID-17198,57,744000,140000,659,19,7,14.6,36,0.54,Bachelor's,Salaried,Single,Yes,Yes,Auto,No,0
LID-17199,58,758000,330000,627,51,2,14.0,24,0.47,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-17200,36,445000,115000,578,152,4,14.6,48,0.32,Bachelor's,Salaried,Single,No,No,Education,Yes,0
LID-17201,30,174000,30000,633,46,6,14.1,36,0.52,Bachelor's,Contract,Married,No,Yes,Business,No,0
LID-17202,40,1065000,375000,531,46,6,17.1,48,0.5,High School,Salaried,Single,Yes,Yes,Other,No,1
LID-17203,29,544000,170000,728,59,2,10.0,36,0.21,Master's,Self-employed,Married,No,Yes,Home,No,0
LID-17204,57,286000,50000,800,176,5,8.9,12,0.49,Bachelor's,Salaried,Single,Yes,No,Education,No,0
LID-17205,31,501000,355000,792,58,2,9.2,12,0.36,Bachelor's,Contract,Married,No,No,Education,No,0
LID-17206,33,174000,30000,659,50,3,11.0,36,0.16,Bachelor's,Salaried,Single,No,No,Home,No,0
LID-17207,37,715000,130000,692,59,5,13.1,24,0.59,Bachelor's,Salaried,Single,No,Yes,Education,Yes,0
LID-17208,37,178000,55000,721,136,6,8.8,24,0.2,High School,Self-employed,Single,No,No,Auto,Yes,0
LID-17209,50,355000,60000,709,80,3,13.8,12,0.51,Bachelor's,Salaried,Single,No,Yes,Business,No,0
LID-17210,38,458000,220000,682,97,3,11.5,48,0.31,Bachelor's,Salaried,Married,No,No,Business,No,0
LID-17211,31,709000,115000,751,31,5,10.1,24,0.15,High School,Salaried,Married,No,Yes,Education,Yes,0
LID-17212,34,424000,150000,596,113,8,14.6,12,0.26,High School,Salaried,Married,No,No,Auto,No,0
LID-17213,40,568000,150000,670,51,6,13.3,12,0.38,Master's,Salaried,Married,No,Yes,Education,Yes,0
LID-17214,30,394000,70000,584,101,4,13.1,12,0.13,Master's,Self-employed,Married,No,No,Auto,No,0
LID-17215,43,393000,125000,803,54,6,10.9,60,0.39,Bachelor's,Self-employed,Single,No,No,Home,No,0
LID-17216,42,420000,140000,579,46,4,15.2,12,0.25,Bachelor's,Contract,Married,No,No,Home,No,0
LID-17217,46,361000,230000,558,38,4,14.5,24,0.19,Master's,Salaried,Single,No,No,Business,No,0
LID-17218,58,158000,80000,616,106,3,15.7,48,0.43,High School,Salaried,Married,Yes,Yes,Home,No,0
LID-17219,56,262000,120000,565,73,2,15.1,12,0.28,Bachelor's,Contract,Married,No,No,Auto,Yes,0
LID-17220,58,458000,150000,636,95,2,13.3,48,0.46,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LID-17221,33,349000,105000,657,127,6,13.0,36,0.28,Bachelor's,Self-employed,Single,No,No,Other,No,0
LID-17222,30,367000,115000,487,76,2,15.8,12,0.18,High School,Salaried,Single,No,No,Auto,No,0
LID-17223,35,335000,140000,622,44,3,12.4,24,0.28,Bachelor's,Contract,Married,No,Yes,Auto,No,0
LID-17224,55,249000,80000,603,104,1,14.9,24,0.43,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-17225,61,305000,75000,436,35,4,18.8,48,0.32,Master's,Salaried,Married,No,Yes,Other,No,1
LID-17226,53,338000,100000,687,71,5,12.6,24,0.29,Bachelor's,Self-employed,Single,No,No,Business,No,0
LID-17227,29,401000,95000,695,34,2,13.8,24,0.48,Master's,Salaried,Married,Yes,Yes,Home,No,0
LID-17228,58,497000,140000,679,120,6,11.6,24,0.38,Master's,Salaried,Divorced,Yes,No,Home,No,0
LID-17229,38,362000,80000,599,94,5,15.0,48,0.6,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,0
LID-17230,23,227000,120000,614,30,6,14.1,36,0.27,High School,Self-employed,Married,No,Yes,Business,No,0
LID-17231,38,186000,25000,595,90,5,13.8,12,0.24,Bachelor's,Self-employed,Single,No,No,Business,No,0
LID-17232,26,1670000,595000,732,84,2,12.7,48,0.54,Master's,Salaried,Married,No,Yes,Home,No,0
LID-17233,41,215000,90000,589,72,6,15.0,24,0.34,High School,Salaried,Married,No,Yes,Education,Yes,0
LID-17234,35,301000,90000,742,77,6,12.1,12,0.53,Bachelor's,Salaried,Single,Yes,No,Business,No,0
LID-17235,39,532000,255000,799,163,6,9.2,36,0.38,High School,Self-employed,Married,Yes,Yes,Other,No,0
LID-17236,43,488000,220000,682,64,5,12.2,36,0.32,High School,Salaried,Married,No,No,Home,No,0
LID-17237,53,533000,300000,729,105,2,13.0,24,0.43,Bachelor's,Salaried,Single,No,No,Home,No,0
LID-17238,45,314000,125000,648,98,5,16.2,24,0.57,Bachelor's,Salaried,Married,No,No,Home,Yes,0
LID-17239,38,456000,160000,696,65,8,11.4,48,0.31,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-17240,51,414000,70000,665,168,2,13.4,12,0.42,Master's,Contract,Single,No,No,Education,No,0
LID-17241,55,337000,45000,695,121,8,9.4,24,0.16,High School,Salaried,Single,No,No,Education,No,0
LID-17242,29,458000,90000,772,112,5,10.2,48,0.47,High School,Self-employed,Single,No,No,Home,No,0
LID-17243,41,715000,290000,838,159,4,8.5,12,0.25,Master's,Salaried,Single,No,No,Other,Yes,0
LID-17244,34,395000,145000,644,54,2,12.4,12,0.43,Bachelor's,Salaried,Divorced,Yes,No,Home,No,0
LID-17245,26,397000,75000,639,27,5,15.9,48,0.52,High School,Contract,Married,No,Yes,Education,Yes,0
LID-17246,45,720000,150000,526,123,6,16.4,24,0.36,Bachelor's,Self-employed,Single,No,No,Auto,No,0
LID-17247,53,679000,150000,616,106,4,14.7,36,0.34,Master's,Self-employed,Divorced,Yes,No,Business,Yes,0
LID-17248,31,957000,245000,687,96,7,8.5,24,0.28,Bachelor's,Self-employed,Single,No,No,Auto,No,1
LID-17249,50,152000,45000,631,39,5,13.2,12,0.31,Master's,Salaried,Divorced,No,Yes,Other,No,0
LID-17250,52,659000,240000,795,70,5,11.0,12,0.36,Bachelor's,Salaried,Married,No,Yes,Home,No,0
LID-17251,56,557000,90000,645,59,3,14.5,48,0.45,Bachelor's,Salaried,Married,Yes,No,Business,No,0
LID-17252,34,246000,110000,738,39,9,10.8,36,0.22,Master's,Self-employed,Married,No,Yes,Education,No,0
LID-17253,55,460000,65000,591,161,4,15.1,36,0.46,Bachelor's,Salaried,Single,No,No,Home,Yes,1
LID-17254,35,714000,80000,723,89,4,11.8,36,0.55,High School,Salaried,Married,Yes,No,Other,Yes,0
LID-17255,41,254000,170000,684,66,7,12.3,24,0.32,Bachelor's,Contract,Married,Yes,Yes,Auto,No,0
LID-17256,26,511000,230000,511,31,5,13.8,48,0.19,Bachelor's,Salaried,Married,No,Yes,Other,Yes,0
LID-17257,26,646000,325000,610,27,3,13.9,36,0.35,High School,Salaried,Divorced,No,No,Business,No,0
LID-17258,47,222000,40000,795,63,3,8.5,24,0.19,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-17259,38,370000,115000,681,102,5,13.3,48,0.4,High School,Contract,Married,No,Yes,Business,No,0
LID-17260,33,472000,105000,732,56,4,10.1,12,0.16,Bachelor's,Contract,Single,No,Yes,Business,No,0
LID-17261,32,258000,85000,573,63,7,13.8,12,0.25,Bachelor's,Salaried,Divorced,No,No,Other,No,0
LID-17262,45,247000,60000,588,115,4,15.7,24,0.41,High School,Salaried,Divorced,No,Yes,Auto,Yes,0
LID-17263,21,372000,85000,566,8,1,15.8,36,0.39,High School,Salaried,Married,No,Yes,Education,No,0
LID-17264,50,622000,200000,743,108,3,8.8,24,0.28,Master's,Salaried,Married,No,No,Other,No,0
LID-17265,28,570000,170000,700,29,5,11.6,12,0.23,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-17266,32,249000,80000,596,114,4,14.9,24,0.47,Bachelor's,Salaried,Married,No,Yes,Home,No,0
LID-17267,37,573000,210000,647,55,8,14.5,36,0.41,High School,Contract,Single,Yes,No,Business,Yes,0
LID-17268,39,253000,80000,759,118,3,11.2,24,0.29,Bachelor's,Salaried,Married,No,Yes,Home,Yes,0
LID-17269,36,165000,25000,756,98,5,10.5,48,0.34,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,0
LID-17270,35,327000,145000,631,11,5,14.5,36,0.6,High School,Salaried,Divorced,No,No,Education,No,0
LID-17271,60,742000,435000,709,124,3,12.1,24,0.22,Bachelor's,Salaried,Married,No,No,Auto,Yes,0
LID-17272,44,574000,205000,713,104,5,10.4,24,0.32,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-17273,24,400000,95000,554,36,5,12.9,12,0.14,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,0
LID-17274,38,318000,115000,621,108,2,16.0,12,0.35,High School,Self-employed,Married,No,Yes,Home,No,0
LID-17275,54,323000,65000,836,175,4,9.4,36,0.36,High School,Salaried,Married,No,Yes,Other,No,0
LID-17276,35,425000,65000,808,115,5,8.7,12,0.29,PhD,Salaried,Married,No,No,Home,No,0
LID-17277,28,222000,35000,607,46,1,15.9,48,0.4,PhD,Contract,Married,No,No,Other,Yes,0
LID-17278,48,331000,105000,600,14,3,12.5,24,0.18,Bachelor's,Self-employed,Married,No,Yes,Education,No,0
LID-17279,43,356000,90000,578,65,12,14.9,36,0.31,Master's,Self-employed,Married,Yes,No,Business,Yes,0
LID-17280,42,190000,25000,850,48,3,8.5,36,0.27,Bachelor's,Salaried,Married,No,Yes,Auto,No,0
LID-17281,26,252000,115000,645,24,2,13.5,12,0.32,High School,Self-employed,Married,No,No,Education,Yes,1
LID-17282,30,502000,180000,741,67,6,10.4,24,0.26,Bachelor's,Salaried,Married,No,Yes,Home,No,0
LID-17283,43,402000,225000,664,110,4,14.0,36,0.35,Bachelor's,Salaried,Divorced,No,Yes,Business,No,0
LID-17284,32,338000,120000,726,46,4,11.3,24,0.38,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-17285,40,242000,90000,571,51,3,15.4,24,0.26,Bachelor's,Salaried,Single,No,No,Education,Yes,0
LID-17286,41,953000,295000,632,150,2,11.6,24,0.27,Master's,Salaried,Married,No,Yes,Home,Yes,0
LID-17287,34,252000,70000,685,28,7,11.1,48,0.37,Master's,Salaried,Single,No,No,Auto,No,0
LID-17288,59,460000,235000,780,104,3,11.2,24,0.38,Master's,Salaried,Single,No,No,Business,No,0
LID-17289,52,306000,120000,623,44,3,12.8,48,0.19,Master's,Self-employed,Married,No,Yes,Education,Yes,0
LID-17290,47,408000,105000,629,94,8,12.7,36,0.24,Master's,Contract,Married,No,No,Home,Yes,0
LID-17291,28,515000,155000,762,105,5,8.5,12,0.17,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-17292,29,188000,50000,748,102,3,10.3,36,0.32,High School,Salaried,Married,No,Yes,Education,No,0
LID-17293,39,399000,85000,676,74,7,11.0,36,0.25,Bachelor's,Salaried,Single,No,Yes,Home,No,0
LID-17294,31,771000,225000,583,28,3,16.7,36,0.5,Bachelor's,Salaried,Married,No,Yes,Business,No,1
LID-17295,62,1055000,365000,789,75,3,8.7,12,0.32,Bachelor's,Salaried,Single,No,No,Auto,No,0
LID-17296,31,373000,100000,552,45,5,14.0,36,0.27,Master's,Salaried,Single,Yes,No,Business,Yes,1
LID-17297,39,410000,170000,770,112,9,9.9,24,0.27,PhD,Salaried,Single,No,No,Auto,No,0
LID-17298,36,1351000,625000,597,105,9,13.6,36,0.2,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
LID-17299,44,747000,345000,488,0,3,15.2,12,0.13,Bachelor's,Unemployed,Married,No,No,Home,No,1
LID-17300,30,285000,165000,615,124,6,11.4,24,0.16,Master's,Self-employed,Single,No,No,Education,No,0
LID-17301,38,285000,60000,730,44,7,12.2,24,0.35,High School,Salaried,Single,No,No,Business,No,0
LID-17302,34,677000,460000,708,54,4,11.7,24,0.28,High School,Self-employed,Divorced,No,No,Other,No,0
LID-17303,54,230000,50000,622,42,5,12.7,12,0.2,Master's,Salaried,Married,No,Yes,Business,No,0
LID-17304,26,728000,185000,743,1,2,10.8,24,0.31,Bachelor's,Salaried,Single,No,No,Other,No,0
LID-17305,56,481000,300000,579,114,2,14.8,48,0.22,Bachelor's,Contract,Single,No,No,Home,No,1
LID-17306,51,532000,185000,509,47,4,15.6,24,0.22,Master's,Self-employed,Single,No,No,Education,Yes,0
LID-17307,34,348000,205000,585,141,5,12.9,36,0.24,Bachelor's,Self-employed,Divorced,No,No,Business,No,0
LID-17308,49,283000,135000,654,94,3,11.4,24,0.29,Bachelor's,Salaried,Divorced,No,No,Education,No,0
LID-17309,25,895000,235000,564,13,7,14.6,24,0.4,Bachelor's,Contract,Single,No,No,Home,Yes,0
LID-17310,60,350000,140000,613,118,8,15.0,24,0.39,High School,Self-employed,Single,No,No,Education,No,0
LID-17311,40,319000,110000,645,23,4,11.4,36,0.16,Bachelor's,Salaried,Single,No,Yes,Education,Yes,0
LID-17312,35,383000,130000,524,112,7,17.4,60,0.37,Master's,Salaried,Single,No,No,Business,Yes,0
LID-17313,36,445000,145000,703,117,4,10.8,24,0.24,High School,Salaried,Divorced,No,Yes,Auto,Yes,0
LID-17314,27,227000,100000,639,58,4,12.4,12,0.12,High School,Salaried,Single,No,No,Education,No,0
LID-17315,63,293000,50000,686,33,2,12.5,36,0.33,Bachelor's,Self-employed,Single,No,Yes,Other,No,0
LID-17316,26,285000,115000,603,91,4,13.9,36,0.2,High School,Salaried,Single,No,Yes,Business,No,0
LID-17317,44,637000,160000,662,137,4,12.8,48,0.27,Master's,Contract,Married,No,Yes,Other,Yes,0
LID-17318,38,246000,95000,763,53,9,11.4,12,0.32,High School,Self-employed,Single,No,No,Home,No,0
LID-17319,59,152000,70000,678,10,3,10.8,12,0.2,Bachelor's,Salaried,Single,No,No,Other,No,0
LID-17320,33,136000,70000,485,5,4,18.6,24,0.31,Bachelor's,Salaried,Divorced,No,No,Home,No,0
LID-17321,41,178000,65000,793,81,4,8.5,12,0.28,Master's,Salaried,Single,Yes,Yes,Education,No,0
LID-17322,39,846000,300000,683,51,6,9.6,12,0.18,Bachelor's,Salaried,Single,No,Yes,Business,No,0
LID-17323,46,404000,200000,618,142,4,12.7,36,0.22,Bachelor's,Salaried,Married,No,Yes,Education,No,0
LID-17324,27,527000,260000,616,76,5,13.7,12,0.32,PhD,Salaried,Married,No,No,Home,No,0
LID-17325,32,538000,90000,628,42,1,14.3,12,0.55,High School,Contract,Married,Yes,No,Business,No,0
LID-17326,32,413000,70000,571,109,4,16.9,48,0.45,Bachelor's,Contract,Single,Yes,No,Education,Yes,1
LID-17327,47,384000,175000,642,47,7,12.4,36,0.35,PhD,Self-employed,Single,No,No,Business,No,0
LID-17328,32,711000,155000,808,142,3,8.5,24,0.2,Bachelor's,Self-employed,Single,No,No,Business,No,0
LID-17329,42,434000,120000,518,133,2,16.9,60,0.18,Bachelor's,Self-employed,Married,No,Yes,Education,Yes,0
LID-17330,32,864000,370000,700,55,4,12.5,36,0.28,High School,Salaried,Single,No,No,Auto,No,0
LID-17331,53,563000,105000,753,138,2,12.1,36,0.52,High School,Salaried,Single,No,No,Education,No,0
LID-17332,58,285000,70000,653,137,5,12.1,12,0.21,High School,Self-employed,Married,No,No,Business,No,0
LID-17333,40,305000,140000,653,122,4,12.0,12,0.17,PhD,Contract,Single,No,No,Business,Yes,0
LID-17334,36,268000,120000,684,113,6,10.9,36,0.21,PhD,Salaried,Married,No,Yes,Business,No,0
LID-17335,33,782000,210000,716,101,4,11.3,36,0.31,Bachelor's,Salaried,Single,No,No,Home,No,0
LID-17336,26,320000,115000,669,35,4,14.3,24,0.4,Bachelor's,Salaried,Married,No,Yes,Auto,Yes,0
LID-17337,34,258000,120000,737,100,3,12.4,12,0.25,High School,Salaried,Divorced,No,No,Auto,No,0
LID-17338,44,477000,180000,721,179,5,11.0,36,0.46,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-17339,41,379000,60000,731,74,4,11.6,36,0.38,Bachelor's,Salaried,Single,No,Yes,Business,No,0
LID-17340,58,471000,175000,648,79,1,11.9,48,0.32,Bachelor's,Contract,Married,Yes,No,Business,Yes,0
LID-17341,37,1132000,285000,535,30,3,15.3,48,0.2,Master's,Contract,Single,No,Yes,Education,Yes,1
LID-17342,46,661000,105000,518,91,1,17.1,60,0.48,Bachelor's,Contract,Married,No,Yes,Education,No,0
LID-17343,39,406000,185000,703,56,3,11.8,36,0.46,Bachelor's,Salaried,Single,Yes,No,Other,Yes,0
LID-17344,40,184000,30000,641,128,5,12.8,24,0.33,Bachelor's,Salaried,Married,No,No,Education,No,0
LID-17345,34,304000,145000,635,67,4,16.3,24,0.39,Bachelor's,Salaried,Single,No,Yes,Home,No,0
LID-17346,38,592000,145000,647,65,7,14.4,36,0.4,Bachelor's,Contract,Single,No,No,Education,No,0
LID-17347,39,210000,60000,611,105,2,13.5,12,0.35,Bachelor's,Salaried,Single,No,No,Auto,No,0
LID-17348,46,1300000,680000,640,115,6,15.0,36,0.41,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-17349,58,403000,105000,726,23,2,12.0,60,0.33,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-17350,35,411000,170000,642,124,4,15.8,60,0.44,Master's,Salaried,Single,No,No,Business,Yes,0
LID-17351,26,277000,105000,622,70,1,12.8,60,0.25,Bachelor's,Salaried,Married,No,Yes,Education,No,0
LID-17352,40,526000,300000,657,142,3,15.1,36,0.45,Master's,Self-employed,Married,No,Yes,Auto,Yes,0
LID-17353,41,212000,85000,760,135,2,9.2,24,0.16,High School,Salaried,Single,No,No,Education,No,0
LID-17354,31,1317000,455000,588,88,4,17.1,24,0.35,Master's,Salaried,Single,Yes,No,Other,No,0
LID-17355,48,826000,140000,755,11,4,10.0,48,0.31,Master's,Salaried,Single,No,No,Education,No,1
LID-17356,63,688000,230000,653,100,8,14.9,48,0.38,Bachelor's,Self-employed,Married,No,No,Business,Yes,0
LID-17357,58,186000,95000,726,125,6,11.0,24,0.25,Master's,Salaried,Married,No,Yes,Home,No,0
LID-17358,32,448000,60000,683,54,3,12.4,48,0.4,Bachelor's,Contract,Divorced,No,No,Education,Yes,0
LID-17359,54,778000,210000,714,99,3,11.5,12,0.37,High School,Salaried,Married,No,No,Business,No,0
LID-17360,46,555000,270000,749,62,2,8.5,60,0.28,High School,Salaried,Married,No,No,Education,No,0
LID-17361,38,231000,30000,601,78,3,12.1,36,0.26,Bachelor's,Salaried,Single,No,No,Auto,No,0
LID-17362,41,280000,90000,658,32,6,12.1,24,0.32,Master's,Salaried,Married,Yes,Yes,Home,No,0
LID-17363,52,312000,65000,694,130,6,13.4,12,0.11,High School,Self-employed,Married,No,Yes,Business,No,0
LID-17364,39,287000,100000,610,73,2,15.8,36,0.35,Bachelor's,Contract,Divorced,No,Yes,Home,No,0
LID-17365,36,928000,315000,675,116,6,11.1,36,0.2,Bachelor's,Self-employed,Married,No,Yes,Education,No,0
LID-17366,39,139000,50000,765,81,2,10.3,12,0.29,High School,Salaried,Married,No,No,Home,No,0
LID-17367,42,574000,110000,615,140,1,14.4,12,0.17,High School,Salaried,Single,No,No,Home,No,0
LID-17368,32,197000,65000,705,150,5,14.0,24,0.39,Bachelor's,Contract,Married,No,No,Business,No,0
LID-17369,55,236000,60000,660,67,4,12.1,12,0.3,High School,Salaried,Single,No,Yes,Home,Yes,0
LID-17370,45,133000,35000,644,58,5,15.1,24,0.52,High School,Self-employed,Single,No,Yes,Home,Yes,0
LID-17371,44,296000,90000,498,0,6,16.0,24,0.18,High School,Unemployed,Married,No,Yes,Business,Yes,1
LID-17372,29,919000,310000,602,94,5,15.6,12,0.52,High School,Salaried,Single,No,No,Education,Yes,0
LID-17373,43,463000,65000,696,122,11,13.6,24,0.38,Bachelor's,Salaried,Single,Yes,Yes,Auto,Yes,0
LID-17374,29,207000,30000,473,30,6,19.9,48,0.41,Bachelor's,Self-employed,Married,No,No,Home,Yes,1
LID-17375,28,700000,190000,621,76,4,13.4,12,0.37,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-17376,40,788000,240000,667,91,9,11.9,36,0.2,Bachelor's,Salaried,Divorced,No,No,Education,No,0
LID-17377,37,424000,75000,584,49,4,11.4,12,0.13,Master's,Salaried,Single,No,No,Business,Yes,0
LID-17378,42,1226000,310000,674,67,6,11.7,12,0.47,Master's,Salaried,Single,No,No,Auto,Yes,1
LID-17379,28,629000,250000,668,23,1,14.1,24,0.44,Master's,Salaried,Divorced,Yes,No,Business,No,0
LID-17380,38,583000,290000,676,67,5,12.6,36,0.28,Bachelor's,Salaried,Married,No,Yes,Home,Yes,0
LID-17381,31,257000,75000,664,75,6,13.3,36,0.26,Master's,Self-employed,Single,No,No,Business,Yes,0
LID-17382,63,565000,305000,640,140,2,13.6,24,0.26,Bachelor's,Contract,Divorced,No,No,Home,No,0
LID-17383,41,451000,60000,704,76,2,10.9,60,0.27,Bachelor's,Salaried,Single,No,Yes,Education,No,0
LID-17384,45,533000,160000,815,35,3,9.4,48,0.3,High School,Self-employed,Married,Yes,Yes,Business,No,0
LID-17385,35,275000,85000,657,97,2,14.1,48,0.38,Bachelor's,Salaried,Single,No,No,Business,Yes,0
LID-17386,28,430000,90000,540,15,4,15.3,12,0.41,High School,Self-employed,Single,No,Yes,Education,No,1
LID-17387,61,255000,110000,667,53,3,11.6,36,0.2,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LID-17388,34,123000,25000,720,155,5,11.7,12,0.45,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-17389,38,693000,160000,673,24,4,11.6,24,0.17,Bachelor's,Salaried,Single,No,No,Home,Yes,0
LID-17390,44,175000,25000,771,52,4,10.1,36,0.38,Master's,Salaried,Married,No,No,Education,No,0
LID-17391,25,425000,105000,583,26,3,15.3,24,0.45,Bachelor's,Self-employed,Married,No,Yes,Home,No,1
LID-17392,50,481000,170000,663,87,5,12.1,48,0.3,Bachelor's,Self-employed,Divorced,No,No,Auto,Yes,0
LID-17393,41,479000,245000,590,113,6,12.1,60,0.16,Bachelor's,Self-employed,Married,No,No,Education,No,0
LID-17394,34,343000,60000,750,60,5,9.7,36,0.3,Bachelor's,Salaried,Married,No,Yes,Auto,No,0
LID-17395,27,465000,185000,657,28,6,12.5,24,0.22,Bachelor's,Self-employed,Single,No,No,Business,No,0
LID-17396,31,519000,255000,507,71,5,17.0,36,0.36,Master's,Salaried,Single,No,No,Auto,Yes,0
